title,link,summary,category,website,published
"The 'suffering' F1 driver on his slump, racism and his future",https://www.the-race.com/formula-1/suffering-f1-driver-zhou-guanyu-interview-future-slump-racist-abuse/,"This is an article by The Race. Zhou Guanyu is unlikely to secure one of the remaining Formula 1 race seats for 2025 but is counting on a season-saving turnaround. He weighs his performance against team-mate Valtteri Bottas and the public perception of being F1’s only Chinese driver. Recently, Zhou received a boost with Sauber announcing that former Ferrari team principal Mattia Binotto will head the team. Zhou acknowledges that he wants to stay in the championship and believes there’s still a chance of securing a seat. Despite having bounced back from tricky seasons before, this year he is struggling compared to Bottas, who has outqualified him significantly. Zhou explains that the car's configuration does not suit his aggressive driving style, which has hindered his performance. Sauber has been working on upgrades to improve their pace, and Zhou is optimistic about the second half of the season. He reflects on the scrutiny he faces compared to other drivers, citing past racist abuse he received when he debuted in F1. Zhou also expresses gratitude for racing in front of his home fans in Shanghai, a dream realized after years of absence. He doubts there will be another Chinese driver in F1 in the near future, emphasizing the challenges of representation in the sport.",Formula 1,The Race,2024-08-10 07:20:41+0000
Stick or twist? Red Bull's critical F1 2025 design dilemma,https://www.the-race.com/formula-1/stick-or-twist-red-bull-critical-f1-2025-design-dilemma/,"This is an article by The Race. Red Bull hasn’t only faced intense pressure on track this year; it’s also grappled with the question of whether to stick or twist with its 2025 car. Red Bull’s leadership warned of likely convergence, which has occurred more quickly than hoped. “Convergence has always brought the teams together,” said team principal Christian Horner. Max Verstappen leads the drivers’ championship by 78 points, while Red Bull’s advantage over McLaren in the constructors’ championship is 42 points. The objective for the rest of the season is to maximize the performance of the Red Bull RB20, with further upgrades planned after the August break. However, the focus is shifting to next year’s RB21 and the upcoming 2026 car. Red Bull chief engineer Paul Monaghan highlighted the challenge of balancing development for both the 2025 and 2026 cars. The current RB20 has limitations, particularly in its operating window, which McLaren has managed to optimize better. Horner emphasized the need to create a car with a wider operating window, suggesting that significant changes might be necessary to achieve this. The decisions being made now could significantly impact Red Bull's performance in 2024 and beyond.",Formula 1,The Race,2024-08-09 08:05:22+0000
Horner complainant has misconduct case appeal dismissed,https://www.the-race.com/formula-1/christian-horner-complainant-red-bull-appeal-denied/,"This is an article by The Race. The Red Bull Formula 1 employee who raised a complaint against team boss Christian Horner has had their appeal denied. In March earlier this year, the complainant had their misconduct complaint against Horner dismissed, before they exercised their right to appeal. The case was reassessed by another external barrister who has now also dismissed the grievance. ""Earlier this year a complaint raised against Christian Horner was investigated,"" a statement from Red Bull GmbH, issued on August 8, read. ""That complaint was dealt with through the company's grievance procedure by the appointment of an independent KC who dismissed the grievance. The complainant exercised the right to appeal, and the appeal was carried out by another independent KC. All stages of the appeal process have now been concluded, with the final outcome that the appeal is not upheld. The KC's conclusions have been accepted and adopted by Red Bull. Horner has repeatedly denied any wrongdoing and in Jeddah in March, said it was ""unfortunate"" that the leakage of alleged material against Horner to senior F1 figures and journalists had ""garnered an awful lot of coverage.""",Formula 1,The Race,2024-08-08 15:56:18+0000
F1 Podcast: Which team has performed best in 2024 so far?,https://www.the-race.com/formula-1/f1-podcast-which-team-performed-best-2024-so-far/,"This is an article by The Race. The defining narrative right now in F1? That of Lando Norris vs Max Verstappen. But if it comes to spearheading the McLaren challenge long-term, there's a battle he has to win before that. Sauber is in a bit of a mess and Audi has a lot to do to get this project on track. Hiring Mattia Binotto and Jonathan Wheatley was a good start, but what are the next priorities? Who is the most underrated driver in Formula 1 and how do you define such a thing? Our panel on The Race F1 Podcast explore your top 10 ranking - and offer their own candidates for the title. A contemplative Zhou Guanyu considers his F1 struggles this year, how he might fix them, perceptions of his rise to F1 and why he feels he's treated more harshly than others, and what Binotto's Audi hire might mean for Zhou's future.",Formula 1,The Race,2024-08-08 12:44:43+0000
Would Red Bull drop Perez if it had Antonelli?,https://www.the-race.com/formula-1/would-red-bull-drop-sergio-perez-if-it-had-antonelli/,"This is an article by The Race. A recent piece from Scott Mitchell-Malm raised the question of whether Red Bull would have replaced Sergio Perez with Kimi Antonelli, a promising talent now signed by Mercedes. This hypothetical scenario highlights a potential failure in Red Bull's driver program, as they lack comparable young talent in their ranks. Recent signings like Nyck de Vries and Daniel Ricciardo have come from outside the team, raising concerns about the effectiveness of their development pipeline. Antonelli, currently seventh in the Formula 2 championship, has not performed at a level that would justify replacing Perez, who, despite his struggles, remains a safer option for the team. Red Bull's decision-making appears conservative, especially in light of their recent competitive struggles, and they have not produced elite talents at the same rate as rivals like Mercedes and Ferrari. The team has also faced criticism for its cutthroat approach, which may have led to a talent logjam, preventing the emergence of new stars. As Red Bull looks to the future, the pressure to make the right driver choice is greater than ever, especially with the constructors' championship at stake. The current situation reflects a broader issue within Red Bull's strategy, as they navigate the complexities of driver selection amidst a changing competitive landscape.",Formula 1,The Race,2024-08-08 08:37:37+0000
Tech Show: How helmets and F1 aero interact,https://www.the-race.com/formula-1/f1-tech-show-how-helmets-formula-1-aero-interact-podcast/,"This is an article by The Race. The Race F1 Tech Show delves into the world of Formula 1 helmet technology this week as host Edd Straw speaks to Stephane Cohen, CEO of the Bell Helmets brand used by 13 of the 20 drivers on the grid. They discuss how F1 helmets have developed in recent years in terms of both design and materials used, and explain why helmets are akin to shoes. Former F1 technical director Gary Anderson is on hand too to discuss how a helmet interacts with a car's aerodynamics, and also gives his verdict on Mercedes' recent upgrade package. Gary answers questions about whether cameras will replace wing mirrors, why Mercedes is believed to be ahead with its 2026 F1 engine, and what goes through a technical director's mind when their driver suffers a crash due to car failure. 

The defining narrative right now in F1 is that of Lando Norris vs Max Verstappen, but Norris has a battle to win for McLaren's long-term challenge. Sauber is in a bit of a mess, and Audi has a lot to do to get this project on track, with hiring Mattia Binotto and Jonathan Wheatley being a good start. The panel on The Race F1 Podcast explores the most underrated driver in Formula 1 and offers their own candidates for the title. Edd Straw, Scott Mitchell-Malm, and Mark Hughes provide a combined review of how each of the 10 F1 teams has performed so far, with grades from F to A+. Zhou Guanyu reflects on his F1 struggles this year and considers what Binotto's Audi hire might mean for his future.",Formula 1,The Race,2024-08-07 13:44:02+0000
Edd Straw's 2024 mid-season F1 driver rankings,https://www.the-race.com/formula-1/edd-straw-2024-f1-driver-rankings-mid-season/,"This is an article by The Race. Five months in and 14 grands prix down, the longest Formula 1 season in history has reached its mid-season break. This pause in the action offers a great opportunity to reflect on how each driver has performed so far in 2024. The Race ranks all 20 drivers after each Formula 1 event based on their overall performance, factoring in results, underlying pace, execution, and performance relative to their team-mate. To take stock in the August break, these have been averaged out to create a mid-season ranking. Sargeant has shown potential but struggled with consistency, leading to his drop for 2025. Zhou has faced difficulties adapting to a challenging car, resulting in a disappointing season. Stroll has had solid weekends but has also gone missing at times. Magnussen has been combative but has not matched his team-mate's consistency. Perez started strong but has struggled in recent events, while Bottas has performed well despite team issues. Ricciardo has shown an upward trend, and Ocon has demonstrated class amid Alpine's struggles.",Formula 1,The Race,2024-08-07 09:47:53+0000
F1's driver sharing tactic IndyCar teams must employ,https://www.the-race.com/indycar/f1-driver-sharing-tactic-indycar-teams-must-employ/,"This is an article by The Race. Surely having someone travel over 4000 miles to jump in a car they've only raced five times before, on about four hours sleep, to drive in a street-fighting qualifying session on a track they’ve never driven isn't ideal? That's what Theo Pourchaire did for the McLaren IndyCar team in Toronto last month, which makes you think: why don’t IndyCar teams have a reserve driver they can access at all races? I can understand in the past why IndyCar teams haven't had reserve drivers. It's a significant cost to consider, those drivers need to be racing elsewhere to stay match-fit, and there might not always be drivers good enough available for an IndyCar back-up job. However, when looking at how many times stand-ins have been needed in the last five years, it's roughly two races per season, which is significant. Formula 1 has provided a blueprint for how you can move forward in a cost-effective way with reserve drivers: you share them. IndyCar could have one or two reserve drivers per manufacturer with Chevrolet and Honda, or just have one driver who can be available for the whole grid. This would help keep a driver in work and allow teams to use the reserve to entertain sponsors, freeing up race drivers to focus on their performance. Remaining in the paddock would give any drivers not chosen for a seat the chance to keep face-time with team bosses and be ready if an opportunity arose.",Formula 1,The Race,2024-08-06 12:30:00+0000
How Gasly wrestled control of Ocon's team,https://www.the-race.com/formula-1/how-pierre-gasly-took-control-alpine-f1-team-esteban-ocon/,"This is an article by The Race. When Pierre Gasly first drove an Alpine Formula 1 car in the post-season Abu Dhabi test in 2022, he was delighted, proclaiming the potential for fantastic results. However, the reality of life with Alpine has not lived up to that encouraging start. Gasly has managed to secure a long-term deal with Alpine, while Esteban Ocon is set to leave for Haas. Despite some on-track clashes, Gasly has built a strong working relationship with the team, demonstrating diligence and a focus on collaboration. He emphasized the importance of open communication and understanding team dynamics, which he believes has fostered trust and efficiency. Gasly noted that while last year was challenging, the team achieved three podiums, and he remains optimistic about future performance improvements. He acknowledged that the relationship with Ocon required careful management, indicating his motivation to make the team work. As the season progresses, Gasly's off-track efforts have helped him convince the management that he is the right choice for the future, despite a competitive environment with Ocon. Ultimately, while both drivers have shown closely matched performance, Gasly's strategic approach has positioned him as the favored long-term option for Alpine.",Formula 1,The Race,2024-08-06 09:24:10+0000
Podcast: Is Piastri rise unsettling Norris + more listener questions,https://www.the-race.com/formula-1/the-race-f1-podcast-questions-special-piastri-norris-russell-verstappen/,"This is an article by The Race. Oscar Piastri's recent performance is causing some unease for McLaren teammate Lando Norris, while George Russell appears to be finding his footing at the front of the field. In the latest episode of The Race F1 Podcast, Mark Hughes and Glenn Freeman join Edd Straw to discuss various questions from The Race Members' Club, touching on key topics from the thrilling season. They evaluate whether the Belgian Grand Prix was Russell's best drive, analyze McLaren's late-race pace, and consider the impact of experience on Mercedes' recent success. The discussion also includes whether the current car performance is nearing its limits and if Mercedes and McLaren might face similar challenges as Red Bull. Additionally, they explore Ferrari's rear suspension issues, the potential for Max Verstappen to switch to Mercedes, and Renault's engine expertise. The podcast is available for free on platforms like Apple Podcasts and Spotify. The ongoing rivalry between Lando Norris and Max Verstappen is highlighted as a defining narrative in F1, while Sauber's struggles and Audi's plans for improvement are also examined. The panel reflects on the most underrated drivers in Formula 1 and reviews the performance of all ten teams this season.",Formula 1,The Race,2024-08-05 09:32:15+0000
Crafting a cello,https://aeon.co/videos/forging-a-cello-from-pieces-of-wood-demands-its-own-form-of-virtuosity?utm_source=rss-feed,"This is an article by Aeon. While the small northern Italian city of Cremona is considered the world’s cultural centre for the production of stringed instruments, this video from the YouTube channel ProcessX shows that there is at least one outpost far from Europe where the craftsmanship is no less meticulous, and the results no less exquisite. The film documents the work of the master luthier Takao Iwai who, having studied in Cremona, named his workshop in Hirakata, Japan after the city where he learned his trade. Shot over the course of six months, the piece provides a close look at the combination of mastery and dedication, of forceful and precise movements, required to transform pieces of wood into a world-class cello.",Self Dev,Aeon,2024-08-14 10:01:00+0000
The melting brain,https://aeon.co/essays/how-a-warming-earth-is-changing-our-brains-bodies-and-minds?utm_source=rss-feed,"This is an article by Aeon. In February 1884, John Ruskin delivered lectures on the weather, expressing concern over a ""wind of darkness"" that he believed was enveloping Victorian cities. He argued that the changing weather mirrored societal moral gloom, suggesting a connection between the environment and human psyche. Ruskin's observations highlighted how industrialization transformed landscapes and affected psychological well-being, a notion that was relatively new at the time. Fast forward to today, as we face significant climate change, the impact on our mental states is becoming increasingly evident. Research indicates that higher temperatures correlate with various negative outcomes, including increased domestic violence, lower educational performance, and heightened aggression. The climate crisis not only affects our external environment but also our internal states, suggesting a profound interconnectedness. Recent studies have shown that climate change may exacerbate neurological conditions and influence mental health, with evidence linking temperature fluctuations to increased hospitalizations for psychiatric disorders. As we explore the relationship between climate and cognition, it becomes clear that our brains are vulnerable to environmental changes. Understanding this connection could inform strategies for climate adaptation and pro-environmental decision-making, emphasizing the need for a multidisciplinary approach to tackle the psychological impacts of climate change. Ultimately, as the climate crisis evolves, so too must our understanding of its effects on the human mind and behavior.",Self Dev,Aeon,2024-08-13 10:00:00+0000
North Putnam,https://aeon.co/videos/scenes-from-a-school-year-paint-a-refreshingly-nuanced-portrait-of-rural-america?utm_source=rss-feed,"This is an article by Aeon. The feature-length documentary North Putnam follows a year at a public school district in rural Indiana, chronicling the many ways in which community and education intersect in this small slice of the American Midwest. This excerpt from the documentary features a series of interconnected moments from the North Putnam School Corporation and the region it serves. This includes frank discussions between students and teachers about the challenges the school district faces; moments from a contentious school board meeting; the ritual of a high-school football game; depictions of the region’s deep ties to agriculture and faith; and scenes from the Putnam County criminal justice system, where some parents of students make their living, and others are incarcerated. In his depiction, director Joel Fendelman provides a refreshingly honest view of one small slice of the United States where many live below the poverty line – and especially the challenges educators face. The film is a project by the North Putnam Putnam County-based nonprofit organisation The Castle, which aims to inject a sense of play and joy back into the classroom for teachers and their students.",Self Dev,Aeon,2024-08-12 10:01:00+0000
Falling for suburbia,https://aeon.co/essays/why-millions-of-britons-fell-in-love-with-suburban-life?utm_source=rss-feed,"This is an article by Aeon. As a seven-year boy, John Edwin Smith was taken by his father to see paradise. Living in a cramped tenement in Lewisham, he had hitherto considered the high street’s clock tower the very edge of the universe. But one Sunday morning, a year after the end of the First World War, John was taken on an open-top bus ride for the first time. The Smiths had arrived on the Downham Estate, one of 13 ‘cottage estates’ built by the London County Council in the interwar years as part of a huge social and economic transformation of Britain. The prime minister David Lloyd George believed new houses and gardens could soothe potential uprisings, leading to the building of 5 million new homes before the outbreak of the Second World War. The housebuilding campaign was driven by the Garden City movement, which emphasized access to open space for the health of the population. Young John watched as his father, a bricklayer, went to work on their tiny corner of this new Britain, motivated by the desire to create a garden. Despite the ridicule of suburban gardens, this period marked the real birth of Britain as a ‘land of gardeners’. Richard Sudell, a working-class gardener, played a significant role in promoting suburban gardens and alleviating poverty through gardening initiatives. His efforts, alongside those of others, highlighted the importance of gardens in creating a more civilised and egalitarian society.",Self Dev,Aeon,2024-08-12 10:00:00+0000
Rawls the redeemer,https://aeon.co/essays/john-rawls-liberalism-and-what-it-means-to-live-a-good-life?utm_source=rss-feed,"This is an article by Aeon. John Rawls, the preeminent political philosopher of the 20th century, lived a quiet life after a tragic youth, dedicating nearly 40 years to academia at Harvard University. His work transformed our understanding of justice, fairness, and liberalism, and he is remembered for his genuine kindness and unshowy goodness. Despite his calm demeanor, Rawls had charming eccentricities, such as incorporating his philosophical concepts into family Christmas plays. In a personal interview draft, he posed hypothetical questions to himself, revealing a deeper inquiry into the worthiness of human life beyond institutional justice. Rawls believed that ordinary life needs to be elevated by something beyond itself, which he found in liberalism. As religion declines in the Western world, many unchurched individuals struggle to identify the source of their values, often defaulting to personal experience or familial influence. In his book, ""Liberalism as a Way of Life,"" Lefebvre argues that liberalism itself can serve as this source, embodying values of personal freedom, fairness, and tolerance. The ethical dimension of liberalism, once central to its founders, has been overshadowed by a focus on legal and political frameworks. Rawls's concept of fairness as a defining ideal of liberal democracy emphasizes that society should function as a fair system of cooperation, accessible to all citizens. Ultimately, embracing Rawls's principles can lead to a more meaningful and generous life, fostering empathy and resilience in a world rife with inequality.",Self Dev,Aeon,2024-08-09 10:00:00+0000
Dan Tepfer: The TRAPPIST-1 System,https://aeon.co/videos/the-rhythms-of-a-star-system-inspire-a-pianists-transfixing-performance?utm_source=rss-feed,"This is an article by Aeon. The cool red dwarf star TRAPPIST-1, located about 40 light-years from Earth, was first discovered in 1999. Its seven known exoplanets, which are similar in size to Earth, were identified in 2016 and 2017. In a unique musical performance, French American pianist Dan Tepfer utilizes the ‘unusually harmonious’ orbital ratios of these planets. He introduces each planet on his keyboard, translating their orbits into the frequency and rhythm of the notes. As he plays, visuals of the star system and his improvisations create a captivating blend of art and science. For more from Tepfer, viewers can check out his work TriadSculpture.",Self Dev,Aeon,2024-08-08 10:01:00+0000
Mere imitation,https://aeon.co/essays/is-ai-our-salvation-our-undoing-or-just-more-of-the-same?utm_source=rss-feed,"This is an article by Aeon. Here’s the quandary when it comes to AI: have we found our way to salvation, a portal to an era of convenience and luxury heretofore unknown? Or have we met our undoing, a dystopia that will decimate society as we know it? These contradictions are at least partly due to another – somewhat latent – contradiction. We are fascinated by AI’s outputs (the what) at a superficial level but are often disenchanted if we dig a bit deeper, or otherwise try to understand AI’s process (the how). This quandary has never been so apparent as in these times of generative AI. We are enamoured by the excellent form of outputs produced by large language models (LLMs) such as ChatGPT while being worried about the biased and unrealistic narratives they churn out. Similarly, we find AI art very appealing, while being concerned by the lack of deeper meaning, not to mention concerns about plagiarising the geniuses of yesteryear. The dissonance between human-like presentation and machine-like ethos is at the heart of the AI quandary, too. Yet it would be wrong to think that AI’s obsession with superficial imitation is recent. The imitation paradigm has been entrenched in the core of AI right from the start of the discipline.",Self Dev,Aeon,2024-08-08 10:00:00+0000
Saviour siblings,https://aeon.co/videos/is-it-ethical-to-have-a-second-child-so-that-your-first-might-live?utm_source=rss-feed,"This is an article by Aeon. ‘Saviour siblings’ are children who are conceived so that they might provide a transplant to an older sibling with a life-threatening illness. While such cases are a medical rarity, they raise important ethical questions – both for the families that must make a choice about conceiving a saviour sibling, and for society at large. Is this a situation where intense emotions can cloud ethics for parents, and risk devaluing the ‘saviour sibling’ as a person in their own right? Or is it morally justified, especially in cases where parents planned to conceive an additional child regardless? This short explores the perspectives of two parents and several faith leaders on the ethics of saviour siblings, including one mother who had a daughter that ultimately saved her son’s life.",Self Dev,Aeon,2024-08-07 10:01:00+0000
Your body is an archive,https://aeon.co/essays/how-do-we-transmit-culture-when-it-cannot-be-put-into-words?utm_source=rss-feed,"This is an article by Aeon. You can’t speak like they spoke. You can’t farm like they farmed. In fact, most of the cultural practices your distant ancestors learned have not reached you. Those chains of knowledge can be incredibly brittle, and without physical records, cultural knowledge can easily break down and disappear. Think of the music of Mesopotamia; the only reason we can still attempt to play it today is because ancient Sumerians inscribed the notation for their songs into stone tablets. This loss of knowledge is not simply because it wasn’t written down; many cultural practices likely can’t be recorded. Cultural transmission is a term used to describe how certain forms of knowledge are passed between people, often requiring firsthand experience rather than mere observation or language. Recognizing how difficult it is to transmit cultural practices, UNESCO has been working to preserve ‘intangible cultural heritage’, which includes many traditions that might become extinct. Understanding how cultural transmission exploits relationships in a network of ‘bits’ can help preserve current knowledge and provide insight into new cultural practices that might be discovered in the future.",Self Dev,Aeon,2024-08-06 10:00:00+0000
Forest crayons,https://aeon.co/videos/watch-as-japans-surplus-trees-are-transformed-into-forest-tinted-crayons?utm_source=rss-feed,"This is an article by Aeon. Following Japan’s efforts to rebuild after the devastation of the Second World War, roughly 70 per cent of the country’s land is now covered in trees – more than double the average of countries around the world. Today, the rise of the global supply chain means most commercial wood is imported from abroad. This has left Japan with ‘basically way too much wood’, as the UK artist Dan Coppen puts it in this short from the Victoria and Albert Museum in London. The video highlights a project by Coppen and his creative partner, the Japanese artist Saki Maruyama, who together form the design and art duo Playfool, to repurpose trees in inventive ways. Participating in a residency programme funded by the Japanese Ministry of Agriculture, Forestry and Fisheries, the pair ultimately created a set of ‘forest crayons’ fashioned from the wood of a variety of Japanese trees. They hope their invention will help users ‘cultivate a closer relationship with forests’ that surround them. The project is, of course, not a practical plan for the nation’s overabundance of trees. However, Playfool’s creation shows how ingenuity of resources can yield surprising results that, depicted here, double as an exceptionally enjoyable watch.",Self Dev,Aeon,2024-08-05 10:01:00+0000
Empowering patient research,https://aeon.co/essays/we-need-the-first-hand-experience-of-disabled-researchers?utm_source=rss-feed,"This is an article by Aeon. One of us – Joanne Hunt (Jo) – has been largely confined to the house for more than a decade, sometimes bedbound for weeks or months at a time. Jo’s primary diagnoses, hypermobile Ehlers-Danlos syndrome (hEDS) and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS), mean that her daily activities are severely restricted. Most clinicians still struggle to know how to treat hEDS, creating a devastating obstruction to care for patients with rare conditions. The traditional model for researching disabilities often involves able-bodied researchers conducting studies on disabled individuals, which can overlook the unique insights that patients can provide. Emerging evidence shows that patient-researchers can enhance clinical knowledge, as seen in oncology studies where their involvement improved trial outcomes significantly. Rosamund Snow, a pioneer in patient-research, demonstrated how patients could challenge clinical assumptions and improve healthcare practices. Similarly, Liz Salmi and Sara Riggare have made substantial contributions to understanding patient experiences and advocating for patient access to medical records and self-research. Despite their achievements, patient-researchers often face epistemic injustice, where their insights are undervalued compared to traditional researchers. To foster a more inclusive academic environment, it is essential to embrace the voices of disabled individuals in healthcare research, which could lead to innovative solutions and a deeper understanding of their conditions.",Self Dev,Aeon,2024-08-05 10:00:00+0000
Seeing plants anew,https://aeon.co/essays/what-plant-philosophy-says-about-plant-agency-and-intelligence?utm_source=rss-feed,"This is an article by Aeon. It was once common in Western societies to think of plants as passive and inert, lacking the agency and intelligence attributed to animals. However, recent developments in plant sciences have revealed the extraordinary complexity of plants' interactions with their environment and each other. The study of plant behavior has shown that plants exhibit responses akin to behaviors directed towards self-preservation, such as releasing volatile organic compounds when wounded, which can repel herbivores or attract their predators. Research indicates that plants can even recognize kin and respond differently to them compared to non-kin. This emerging understanding challenges long-held assumptions about the nature of life and agency, suggesting that plants possess properties previously thought exclusive to animals. Philosophers are now engaging with these findings, leading to the development of ""plant philosophy,"" which seeks to explore the implications of plant life for broader philosophical questions. This new field examines how the peculiarities of plant existence challenge traditional metaphysical distinctions, such as individual/collective and life/death. As scientists and philosophers collaborate, they are beginning to redefine concepts like intelligence and agency in ways that include plant life. The challenge remains to conceptualize plant behaviors without resorting to anthropocentric interpretations, aiming instead to appreciate plants as distinct beings that contribute to our existence. Contemporary plant philosophy is just beginning to explore these questions, with many answers still open for investigation.",Self Dev,Aeon,2024-08-02 10:00:00+0000
Walker Percy: the search,https://aeon.co/videos/everydayness-is-the-enemy-excerpts-from-the-existentialist-novel-the-moviegoer?utm_source=rss-feed,"This is an article by Aeon. The US writer Walker Percy (1916-1990) is best known for his novels, which, influenced by philosophers like Søren Kierkegaard and Jean-Paul Sartre, often centre on existentialist themes. His debut and best-known work is The Moviegoer (1961), which won the National Book Award for Fiction in 1962. The novel follows a young man named Jack ‘Binx’ Bolling who, in the wake of the Korean War, wanders the streets of New Orleans, trying to derive meaning from the world around him. In these brief animated excerpts from the book, Bolling discusses having an epiphany that reveals what he calls ‘the search’ – the somewhat enigmatic notion that ‘everydayness is the enemy’ of a meaningful life, in which one pursues deeper truths about their existence.",Self Dev,Aeon,2024-08-01 10:01:00+0000
Sexual sensation,https://aeon.co/essays/what-explains-the-variations-in-sexual-sensation-between-us?utm_source=rss-feed,"This is an article by Aeon. Growing up in Los Angeles in the 1970s, I gradually came to realize that my father was not the stereotypical psychoanalyst. He had the trappings of a psychoanalyst, but he also possessed the skeptical and logical mind of a physician. Our Wednesday night dinners often included discussions about his psychoanalytic clients, blending psychodynamic talk with emerging neuroscience. He believed that when the talking cure worked, it did so by changing the cellular and molecular structure of the brain, rather than through Freudian concepts. This perspective was evident in a case where he identified a client’s depression as stemming from thyroid hormone deficiency rather than childhood trauma. As I grew older, I admired his intellectual flexibility and chose to pursue neuroscience, focusing on the biological understanding of brain function. The biology of sexual sensation, particularly the role of Krause corpuscles in the genitals, has been a significant area of research, revealing that these structures are mechanoreceptors that convey sensations to the brain. Recent studies have shown that Krause corpuscles in the clitoris are more sensitive than those in the penis, suggesting a biological basis for sexual sensation. This research raises questions about how individual differences in sexual experience may be influenced by both biological and early life experiences. Ultimately, while psychoanalytic theories emphasize the role of social experience, the emerging neuroscience highlights the importance of our biological makeup in shaping sexual individuality.",Self Dev,Aeon,2024-08-01 10:00:00+0000
Black strings,https://aeon.co/videos/the-volunteer-musicians-who-perform-in-the-aftermath-of-violence-and-tragedy?utm_source=rss-feed,"This is an article by Aeon. A volunteer organisation with a truly unique mission, the Black String Triage Ensemble arrives in the aftermath of violent and tragic events on the streets of Milwaukee, Wisconsin, to perform concerts for the community in an act of healing. In doing so, the group, which is composed of Black and Latinx performers, seeks to fight hopelessness and send the message that ‘a different reality is possible’ for residents of the city, which has one of the highest violent crime rates of any urban centre in the United States. The short documentary Black Strings follows the ensemble as they sit ‘on call’, monitoring police, ambulance and fire department radios, awaiting a situation they deem suitable for a performance. In his profile of the ensemble, the US director Marquise Mays captures how spirituality drives their work, as well as how their performances can be met with mixed reactions by the communities they’re attempting to heal and inspire.",Self Dev,Aeon,2024-07-31 10:01:00+0000
The paradoxes of Mikhaâil Mishaqa,https://aeon.co/essays/the-life-of-mishaqa-and-the-birth-of-arab-ottoman-modernity?utm_source=rss-feed,"This is an article by Aeon. The 19th-century Middle East presents a paradox. On one hand, the idea of a modern, secular society became possible, while on the other, newly divisive religious identities emerged. Intellectuals across the Arab provinces of the Ottoman Empire created a modern public sphere, characterized by a vibrant periodical press and cultural associations where Muslims, Christians, and Jews engaged in debates about society, science, and culture. However, these regions were also marked by significant conflicts between religious communities, notably in Lebanon and Syria, culminating in violent events like the 1860 massacre in Damascus. Amidst this backdrop, individuals like Mikha’il Mishaqa navigated the tensions between scientific rationalism and religious revival. Arriving in Damietta in 1817, Mishaqa was exposed to diverse belief systems and began to question religion, influenced by Enlightenment ideas and the contradictions he observed in responses to the plague. His journey led him from deism to a rational form of Christianity, where he sought to reconcile faith with reason. Mishaqa's life illustrates the intertwined roots of secularism and religious identity in the Arab-Ottoman world, a legacy that continues to shape cultural discourse today. The emergence of both secular and religious revivalist projects reflects a shared transition towards justifying beliefs through reason, highlighting the complex dynamics of modernity in the region.",Self Dev,Aeon,2024-07-30 10:00:00+0000
Starfish parenting,https://aeon.co/videos/a-spectacular-close-up-look-at-the-starfish-with-a-hands-on-approach-to-parenting?utm_source=rss-feed,"This is an article by Aeon. Most starfish take a rather laissez-faire approach to parenting, releasing millions of sperm and eggs into the water. This somewhat scattershot means of reproduction is known as broadcast spawning. However, the six-rayed sea star (Leptasterias hexactis) stands out for its active approach to raising its young. Capturing its lifecycle via stunning 4K microscopy, this video explores how these starfish ‘brood’, keeping their offspring close until they’re ready to venture out on their own. By tending to far fewer offspring than their broadcast spawning cousins, while giving them a far higher chance of survival, these fascinating sea creatures demonstrate there are myriad ways to parent in the animal kingdom.",Self Dev,Aeon,2024-07-29 10:01:00+0000
Frameworks,https://aeon.co/essays/the-realist-vs-the-pragmatist-view-of-epistemology?utm_source=rss-feed,"This is an article by Aeon. How could gaining knowledge amount to anything other than discovering what was already there? Some philosophers have argued that knowledge is not merely a matter of representation but also of construction, and that truth cannot be completely detached from human needs and interests. John Dewey, for example, argued that the object of knowledge is the product of enquiry and not something that exists independently of that enquiry. However, this view seems problematic, as scientists have discovered facts like DNA and gravity, which existed prior to their investigations. The realist view sees enquiry as a process of revelation, where knowledge represents antecedent facts. Not all enquiries are straightforward; some require a more complex understanding where the object of investigation evolves as the enquiry progresses. The distinction between framed and framing enquiries is crucial, as framed enquiries operate within established frameworks, while framing enquiries involve the creation or revision of those frameworks. This distinction impacts how we navigate daily enquiries, especially in social and political contexts, where differing frameworks can lead to unproductive arguments. Understanding when we are engaged in a framed or framing enquiry is essential for effective communication and decision-making.",Self Dev,Aeon,2024-07-29 10:00:00+0000
Land loneliness,https://aeon.co/essays/the-body-has-a-trauma-response-to-climate-violence?utm_source=rss-feed,"This is an article by Aeon. I got the news naked in the New River, in the backwoods of Appalachia. Water slashed against my skin. The messenger was naked too. She lay on a boulder that jutted out of the water, her hair willowing out in streams. She made her hands into a gun and aimed it at the sun. ‘Maybe we won’t even notice it.’ But we both knew she was wrong – of course we’d notice it. These mountains, the oldest in North America, are deeply interconnected. The Mountain Valley Pipeline is a 303-mile-long incision running from northwestern West Virginia to southern Virginia, with a proposed extension into central North Carolina. Supporters of the project claim that the pipeline will help meet an increased demand for natural gas and provide job opportunities to people who live in the affected areas. But the numbers don’t add up: according to the Institute for Energy Economics and Financial Analysis, demand for natural gas in the region is actually projected to decline from 2019 to 2030.",Self Dev,Aeon,2024-07-26 10:00:00+0000
